,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
8531,16182647,Sants-Montjuïc,110.0,el Poble Sec,3,295,4,641.67
8538,16200186,Eixample,170.0,la Dreta de l'Eixample,4,332,1,467.5
8540,16201411,Eixample,119.0,la Dreta de l'Eixample,5,228,2,1358.58
8544,16211549,Sants-Montjuïc,144.0,el Poble Sec,6,96,3,3228.0
8545,16214108,Sarrià-Sant Gervasi,130.0,Sant Gervasi - Galvany,5,321,3,476.67
8549,16234280,Ciutat Vella,49.0,"Sant Pere, Santa Caterina i la Ribera",2,344,35,85.75
8561,16246948,Eixample,34.0,Sant Antoni,4,31,5,946.33
8583,16278781,Gràcia,490.0,la Vila de Gràcia,6,338,2,1102.5
8584,16279645,Gràcia,50.0,la Vila de Gràcia,2,95,3,1125.0
8587,16292600,Eixample,195.0,l'Antiga Esquerra de l'Eixample,5,315,4,812.5
8615,16342064,Ciutat Vella,120.0,"Sant Pere, Santa Caterina i la Ribera",4,356,32,90.0
8622,16358075,Eixample,132.0,la Nova Esquerra de l'Eixample,6,346,3,209.0
8623,16358772,Sants-Montjuïc,135.0,el Poble Sec,6,343,2,247.5
8628,16366615,Gràcia,73.0,la Vila de Gràcia,2,318,2,285.92
8639,16377944,Eixample,149.0,la Sagrada Família,4,230,3,1676.25
8644,16384420,Sants-Montjuïc,108.0,Sants,6,86,4,2511.0
8645,16384978,Sants-Montjuïc,68.0,Sants,4,83,3,1598.0
8654,16388020,Eixample,70.0,la Dreta de l'Eixample,5,357,31,46.67
8658,16399044,Eixample,120.0,l'Antiga Esquerra de l'Eixample,6,61,3,3040.0
8659,16399245,Sants-Montjuïc,95.0,Sants,5,106,3,2050.42
8660,16401572,Gràcia,121.0,el Camp d'en Grassot i Gràcia Nova,5,159,3,2077.17
8661,16402671,Eixample,160.0,la Nova Esquerra de l'Eixample,5,339,3,346.67
8663,16403800,Eixample,90.0,Sant Antoni,6,86,3,2092.5
8664,16405178,Eixample,57.0,la Nova Esquerra de l'Eixample,4,191,2,826.5
8667,16411612,Eixample,46.0,la Dreta de l'Eixample,2,21,4,1318.67
8673,16424722,Sants-Montjuïc,50.0,Hostafrancs,6,308,2,237.5
8676,16425528,Sant Martí,130.0,Diagonal Mar i el Front Marítim del Poblenou,4,345,1,216.67
8677,16426122,Eixample,152.0,Sant Antoni,6,127,4,3014.67
8685,16436541,Sant Martí,1000.0,el Poblenou,5,350,2,1250.0
8693,16449540,Eixample,170.0,la Sagrada Família,4,345,2,283.33
8694,16449601,Eixample,150.0,la Sagrada Família,2,355,2,125.0
8699,16459520,Eixample,112.0,el Fort Pienc,6,14,32,3276.0
8703,16463167,Eixample,150.0,la Dreta de l'Eixample,4,308,2,712.5
8709,16472592,Eixample,150.0,la Dreta de l'Eixample,4,300,2,812.5
8716,16483920,Eixample,95.0,l'Antiga Esquerra de l'Eixample,6,92,3,2161.25
8718,16485345,Eixample,150.0,la Dreta de l'Eixample,4,289,2,950.0
8720,16486504,Eixample,150.0,la Dreta de l'Eixample,4,308,2,712.5
8726,16496029,Eixample,204.0,la Dreta de l'Eixample,5,171,3,3298.0
8732,16506765,Ciutat Vella,220.0,la Barceloneta,2,171,32,3556.67
8745,16544675,Sant Martí,55.0,el Poblenou,6,87,6,1274.17
8750,16554692,Sant Martí,175.0,el Camp de l'Arpa del Clot,4,342,1,335.42
8752,16556943,Ciutat Vella,99.0,el Barri Gòtic,4,305,31,495.0
8755,16566073,Eixample,57.0,la Nova Esquerra de l'Eixample,3,116,3,1182.75
8756,16566571,Sant Martí,125.0,Diagonal Mar i el Front Marítim del Poblenou,6,146,2,2281.25
8761,16576575,Ciutat Vella,45.0,"Sant Pere, Santa Caterina i la Ribera",3,280,31,318.75
8767,16592088,Eixample,100.0,la Dreta de l'Eixample,4,307,2,483.33
8768,16592830,Eixample,100.0,la Dreta de l'Eixample,4,288,2,641.67
8773,16607374,Les Corts,3000.0,la Maternitat i Sant Ramon,2,138,2,56750.0
8774,16607759,Les Corts,3000.0,la Maternitat i Sant Ramon,2,142,2,55750.0
8775,16607851,Sants-Montjuïc,110.0,el Poble Sec,6,296,3,632.5
8791,16659882,Eixample,90.0,l'Antiga Esquerra de l'Eixample,6,81,3,2130.0
8792,16668153,Sants-Montjuïc,59.0,el Poble Sec,6,263,3,501.5
8800,16681646,Horta-Guinardó,50.0,Sant Genís dels Agudells,5,185,2,750.0
8803,16685927,Ciutat Vella,98.0,la Barceloneta,4,236,3,1053.5
8810,16704193,Eixample,120.0,Sant Antoni,6,322,3,430.0
8815,16714195,Eixample,194.0,l'Antiga Esquerra de l'Eixample,5,269,3,1552.0
8829,16733926,Eixample,140.0,la Nova Esquerra de l'Eixample,6,352,3,151.67
8837,16749058,Eixample,160.0,la Dreta de l'Eixample,4,327,3,506.67
8850,16772799,Gràcia,40.0,la Vila de Gràcia,4,103,5,873.33
8851,16773390,Eixample,106.0,la Sagrada Família,5,341,3,212.0
8861,16789159,Sants-Montjuïc,90.0,el Poble Sec,2,0,3,2737.5
8863,16790093,Sant Andreu,70.0,el Congrés i els Indians,4,361,2,23.33
8872,16806128,Eixample,150.0,la Sagrada Família,5,338,1,337.5
8876,16810008,Eixample,153.0,l'Antiga Esquerra de l'Eixample,6,116,3,3174.75
8880,16823031,Eixample,95.0,la Sagrada Família,2,228,3,1084.58
8886,16833573,Eixample,140.0,l'Antiga Esquerra de l'Eixample,6,66,3,3488.33
8889,16842844,Eixample,120.0,la Sagrada Família,6,131,2,2340.0
8895,16869002,Eixample,77.0,l'Antiga Esquerra de l'Eixample,4,337,3,179.67
8898,16875405,Ciutat Vella,95.0,la Barceloneta,4,337,3,221.67
8901,16881832,Sants-Montjuïc,106.0,Sants,4,213,30,1342.67
8911,16893987,Eixample,105.0,Sant Antoni,5,296,1,603.75
8918,16905234,Eixample,80.0,la Dreta de l'Eixample,5,153,1,1413.33
8919,16907397,Gràcia,130.0,la Vila de Gràcia,2,317,3,520.0
8921,16913114,Ciutat Vella,35.0,"Sant Pere, Santa Caterina i la Ribera",2,298,35,195.42
8922,16919723,Ciutat Vella,28.0,el Barri Gòtic,2,50,33,735.0
8926,16922226,Ciutat Vella,145.0,"Sant Pere, Santa Caterina i la Ribera",4,262,3,1244.58
8931,16924855,Sant Martí,152.0,el Poblenou,4,70,3,3736.67
8939,16939790,Sant Martí,180.0,el Poblenou,6,269,2,1440.0
8943,16944952,Eixample,125.0,la Sagrada Família,4,230,2,1406.25
8944,16945532,Sant Martí,145.0,Diagonal Mar i el Front Marítim del Poblenou,5,138,6,2742.92
8948,16950747,Eixample,229.0,Sant Antoni,5,176,3,3606.75
8949,16951437,Horta-Guinardó,80.0,el Carmel,3,257,32,720.0
8953,16951978,Les Corts,100.0,les Corts,4,286,31,658.33
8955,16952591,Ciutat Vella,160.0,la Barceloneta,4,246,3,1586.67
8963,16967971,Ciutat Vella,125.0,"Sant Pere, Santa Caterina i la Ribera",6,105,31,2708.33
8989,17019265,Horta-Guinardó,100.0,el Guinardó,4,53,2,2600.0
8991,17021004,Eixample,127.0,l'Antiga Esquerra de l'Eixample,4,228,2,1449.92
8993,17021973,Sant Martí,180.0,la Vila Olímpica del Poblenou,5,60,2,4575.0
8996,17026117,Eixample,110.0,la Dreta de l'Eixample,6,124,5,2209.17
9001,17033174,Eixample,130.0,la Nova Esquerra de l'Eixample,5,326,1,422.5
9007,17039201,Gràcia,75.0,la Vila de Gràcia,2,234,4,818.75
9008,17039203,Gràcia,110.0,la Vila de Gràcia,2,229,4,1246.67
9009,17039207,Gràcia,110.0,la Vila de Gràcia,2,324,4,375.83
9010,17039209,Gràcia,75.0,la Vila de Gràcia,2,261,4,650.0
9011,17039210,Gràcia,75.0,la Vila de Gràcia,2,227,4,862.5
9012,17039211,Gràcia,75.0,la Vila de Gràcia,2,248,4,731.25
9013,17039212,Gràcia,75.0,la Vila de Gràcia,2,251,4,712.5
9014,17040300,Ciutat Vella,39.0,la Barceloneta,3,75,40,942.5
9022,17051593,Eixample,82.0,l'Antiga Esquerra de l'Eixample,4,289,32,519.33
9026,17069931,Sant Martí,80.0,el Besòs i el Maresme,5,8,4,2380.0
9043,17096442,Eixample,100.0,el Fort Pienc,4,320,2,375.0
9045,17101095,Eixample,70.0,la Sagrada Família,5,92,3,1592.5
9046,17101836,Eixample,81.0,la Nova Esquerra de l'Eixample,5,309,3,378.0
9059,17121642,Sant Martí,72.0,el Clot,2,133,2,1392.0
9067,17151368,Eixample,70.0,la Sagrada Família,2,324,4,239.17
9068,17151374,Eixample,70.0,la Sagrada Família,2,321,4,256.67
9069,17151393,Eixample,75.0,la Sagrada Família,2,333,4,200.0
9070,17151406,Eixample,70.0,la Sagrada Família,2,343,4,128.33
9071,17151410,Eixample,70.0,la Sagrada Família,2,337,4,163.33
9072,17151411,Eixample,70.0,la Sagrada Família,2,335,4,175.0
9073,17151412,Eixample,70.0,el Fort Pienc,2,331,4,198.33
9074,17151423,Eixample,75.0,la Sagrada Família,2,320,4,281.25
9075,17151552,Eixample,75.0,el Fort Pienc,2,329,4,225.0
9076,17151977,Eixample,75.0,el Fort Pienc,2,317,4,300.0
9077,17151979,Eixample,75.0,la Sagrada Família,2,314,4,318.75
9078,17157287,Ciutat Vella,93.0,"Sant Pere, Santa Caterina i la Ribera",2,100,5,2053.75
9089,17181270,Eixample,499.0,la Dreta de l'Eixample,6,339,3,1081.17
9097,17188926,Sant Martí,91.0,el Poblenou,5,34,2,2510.08
9098,17195079,Ciutat Vella,169.0,"Sant Pere, Santa Caterina i la Ribera",6,175,32,2675.83
9099,17195898,Sants-Montjuïc,105.0,el Poble Sec,6,313,2,455.0
9102,17197594,Gràcia,110.0,la Vila de Gràcia,5,288,3,705.83
9105,17206089,Ciutat Vella,185.0,el Raval,6,321,3,678.33
9121,17231659,Eixample,85.0,la Sagrada Família,4,295,2,495.83
9122,17231660,Eixample,85.0,la Sagrada Família,4,304,2,432.08
9135,17245611,Sant Martí,180.0,la Vila Olímpica del Poblenou,5,26,2,5085.0
9136,17247046,Ciutat Vella,40.0,el Raval,2,317,31,160.0
9139,17249667,Eixample,90.0,Sant Antoni,5,105,3,1950.0
9140,17250216,Sant Martí,114.0,el Parc i la Llacuna del Poblenou,4,137,2,2166.0
9141,17252894,Eixample,96.0,la Nova Esquerra de l'Eixample,3,115,5,2000.0
9148,17273358,Eixample,382.0,la Dreta de l'Eixample,4,6,4,11428.17
9154,17280191,Eixample,70.0,la Sagrada Família,6,4,3,2105.83
9160,17294887,Eixample,50.0,la Nova Esquerra de l'Eixample,4,356,2,37.5
9161,17294927,Eixample,60.0,l'Antiga Esquerra de l'Eixample,3,328,3,185.0
9172,17307598,Eixample,115.0,la Dreta de l'Eixample,4,125,3,2300.0
9179,17312217,Eixample,140.0,Sant Antoni,5,31,1,3896.67
9181,17314782,Eixample,150.0,la Sagrada Família,6,72,1,3662.5
9183,17315278,Sants-Montjuïc,150.0,Sants,6,100,1,3312.5
9188,17317628,Eixample,137.0,l'Antiga Esquerra de l'Eixample,4,323,2,479.5
9199,17331090,Ciutat Vella,68.0,el Raval,2,259,1,600.67
9202,17337294,Les Corts,160.0,les Corts,6,145,1,2933.33
